sale_date,store_name,city,state,sku,product_name,category,quantity,unit_price,discount
2025-05-04,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,15,183.53,0.0
2025-03-02,Loja Savassi,Belo Horizonte,MG,SKU-002,Teclado Mecânico,Periféricos,13,186.28,112.42
2025-09-21,Loja Batel,Curitiba,PR,SKU-014,Filtro de Tela Privacidade,Acessórios,17,148.74,320.27
2025-02-22,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,8,81.15,30.84
2025-08-21,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,23,205.28,835.64
2025-09-17,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,15,203.64,0.0
2025-03-29,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,17,78.53,0.0
2025-04-16,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,24,67.55,0.0
2025-01-29,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,25,403.48,0.0
2025-07-06,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,25,57.39,151.52
2025-01-15,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,7,149.46,55.47
2025-04-22,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,11,61.87,0.0
2025-03-18,Loja Batel,Curitiba,PR,SKU-015,Luz LED para Mesa,Iluminação,1,176.46,0.0
2025-07-12,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,23,147.94,0.0
2025-10-05,Loja Centro SP,São Paulo,SP,SKU-006,"Capa Notebook 15""",Acessórios,18,62.83,0.0
2025-10-18,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,21,62.22,0.0
2025-07-10,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,12,70.91,44.19
2025-10-27,Loja Savassi,Belo Horizonte,MG,SKU-009,Mousepad Gamer XL,Acessórios,16,89.06,0.0
2025-11-15,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-011,Carregador USB-C 65W,Energia,2,120.53,14.5
2025-07-15,Loja Asa Norte,Brasília,DF,SKU-005,Webcam Full HD,Periféricos,7,209.58,45.6
2025-08-31,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-001,Mouse Sem Fio,Periféricos,14,50.86,80.65
2025-10-06,Loja Batel,Curitiba,PR,SKU-012,SSD Externo 1TB,Armazenamento,19,419.89,0.0
2025-04-24,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,5,72.09,23.02
2025-08-18,Loja Batel,Curitiba,PR,SKU-015,Luz LED para Mesa,Iluminação,9,182.64,0.0
2025-01-07,Loja Asa Norte,Brasília,DF,SKU-015,Luz LED para Mesa,Iluminação,1,180.45,0.0
2025-10-30,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,1,81.07,2.45
2025-05-31,Loja Batel,Curitiba,PR,SKU-008,Caixa de Som Bluetooth,Áudio,16,153.31,0.0
2025-08-07,Loja Centro SP,São Paulo,SP,SKU-015,Luz LED para Mesa,Iluminação,4,183.06,0.0
2025-09-13,Loja Savassi,Belo Horizonte,MG,SKU-002,Teclado Mecânico,Periféricos,22,181.03,0.0
2025-02-03,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,13,392.07,764.78
2025-10-12,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,13,127.23,0.0
2025-11-19,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,6,59.36,0.0
2025-01-10,Loja Batel,Curitiba,PR,SKU-003,Hub USB-C,Acessórios,9,79.28,0.0
2025-11-22,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,11,49.41,0.0
2025-04-24,Loja Batel,Curitiba,PR,SKU-003,Hub USB-C,Acessórios,8,79.72,0.0
2025-11-06,Loja Batel,Curitiba,PR,SKU-004,Suporte Monitor,Mobiliário,7,131.73,43.41
2025-08-25,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,15,60.22,0.0
2025-10-23,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,10,238.62,97.31
2025-11-23,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,11,72.58,133.04
2025-10-15,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,17,150.84,0.0
2025-09-24,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,3,154.85,33.59
2025-09-05,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,15,92.97,0.0
2025-08-29,Loja Centro SP,São Paulo,SP,SKU-008,Caixa de Som Bluetooth,Áudio,12,154.75,0.0
2025-01-22,Loja Savassi,Belo Horizonte,MG,SKU-005,Webcam Full HD,Periféricos,1,198.62,0.0
2025-07-17,Loja Asa Norte,Brasília,DF,SKU-015,Luz LED para Mesa,Iluminação,12,184.77,114.67
2025-04-30,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,9,200.38,106.1
2025-09-30,Loja Savassi,Belo Horizonte,MG,SKU-015,Luz LED para Mesa,Iluminação,20,180.95,272.66
2025-08-22,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,13,159.55,143.21
2025-05-22,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,11,83.83,0.0
2025-08-22,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,16,69.52,0.0
2025-06-25,Loja Batel,Curitiba,PR,SKU-015,Luz LED para Mesa,Iluminação,16,187.27,125.08
2025-11-10,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,8,67.44,0.0
2025-02-11,Loja Asa Norte,Brasília,DF,SKU-009,Mousepad Gamer XL,Acessórios,22,89.11,75.47
2025-12-28,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,6,418.5,0.0
2025-08-24,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,24,150.45,0.0
2025-03-27,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,4,68.58,21.13
2025-04-10,Loja Savassi,Belo Horizonte,MG,SKU-002,Teclado Mecânico,Periféricos,10,182.14,0.0
2025-03-16,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,23,77.2,0.0
2025-04-10,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,13,120.93,0.0
2025-07-05,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,9,148.08,0.0
2025-08-13,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,24,50.29,0.0
2025-09-21,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,11,33.23,0.0
2025-05-04,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,2,59.28,5.1
2025-05-01,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,8,406.13,0.0
2025-11-23,Loja Batel,Curitiba,PR,SKU-013,Pen Drive 128GB,Armazenamento,10,72.67,0.0
2025-05-16,Loja Centro SP,São Paulo,SP,SKU-007,Headset Gamer,Áudio,9,251.2,0.0
2025-10-14,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-005,Webcam Full HD,Periféricos,13,204.36,486.99
2025-04-07,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,18,47.44,0.0
2025-09-04,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,11,60.83,0.0
2025-06-29,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,12,58.46,0.0
2025-08-20,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-004,Suporte Monitor,Mobiliário,9,132.83,0.0
2025-10-02,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,23,147.25,0.0
2025-06-14,Loja Centro SP,São Paulo,SP,SKU-011,Carregador USB-C 65W,Energia,19,114.28,0.0
2025-11-27,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,25,33.72,0.0
2025-01-14,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,2,48.94,3.96
2025-08-24,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,21,184.42,204.94
2025-12-25,Loja Centro SP,São Paulo,SP,SKU-002,Teclado Mecânico,Periféricos,5,197.25,59.27
2025-12-07,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-009,Mousepad Gamer XL,Acessórios,10,91.94,36.55
2025-02-07,Loja Asa Norte,Brasília,DF,SKU-015,Luz LED para Mesa,Iluminação,4,172.95,26.08
2025-04-30,Loja Centro SP,São Paulo,SP,SKU-002,Teclado Mecânico,Periféricos,17,189.83,0.0
2025-07-16,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,24,36.36,0.0
2025-05-20,Loja Savassi,Belo Horizonte,MG,SKU-005,Webcam Full HD,Periféricos,9,202.71,0.0
2025-10-21,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,5,163.28,123.54
2025-02-18,Loja Savassi,Belo Horizonte,MG,SKU-001,Mouse Sem Fio,Periféricos,16,47.71,39.17
2025-01-09,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,14,69.71,0.0
2025-07-27,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,11,148.11,0.0
2025-05-26,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,7,67.15,32.39
2025-06-26,Loja Asa Norte,Brasília,DF,SKU-009,Mousepad Gamer XL,Acessórios,12,85.7,0.0
2025-06-26,Loja Batel,Curitiba,PR,SKU-003,Hub USB-C,Acessórios,4,79.56,16.87
2025-07-21,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,10,412.07,0.0
2025-12-04,Loja Batel,Curitiba,PR,SKU-002,Teclado Mecânico,Periféricos,4,185.93,0.0
2025-10-08,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,14,60.58,29.39
2025-02-12,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,22,71.44,57.9
2025-11-01,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,15,120.62,0.0
2025-12-31,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,2,154.38,0.0
2025-06-10,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,19,201.06,288.61
2025-06-15,Loja Savassi,Belo Horizonte,MG,SKU-015,Luz LED para Mesa,Iluminação,13,174.91,0.0
2025-07-21,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,24,49.06,0.0
2025-04-08,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,13,66.63,0.0
2025-10-14,Loja Asa Norte,Brasília,DF,SKU-003,Hub USB-C,Acessórios,6,77.29,16.25
2025-08-07,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,19,403.74,494.83
2025-04-11,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,14,90.39,0.0
2025-01-25,Loja Savassi,Belo Horizonte,MG,SKU-007,Headset Gamer,Áudio,23,247.32,0.0
2025-03-25,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,19,67.03,0.0
2025-12-19,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,21,187.69,0.0
2025-08-23,Loja Centro SP,São Paulo,SP,SKU-006,"Capa Notebook 15""",Acessórios,10,58.9,0.0
2025-12-21,Loja Batel,Curitiba,PR,SKU-013,Pen Drive 128GB,Armazenamento,5,71.17,0.0
2025-08-14,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,21,185.06,303.21
2025-05-09,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,21,125.42,0.0
2025-03-05,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,3,33.17,0.0
2025-03-25,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,2,131.69,0.0
2025-09-16,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,24,85.44,0.0
2025-04-02,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,19,50.18,72.06
2025-02-07,Loja Asa Norte,Brasília,DF,SKU-015,Luz LED para Mesa,Iluminação,17,183.8,158.65
2025-05-05,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-011,Carregador USB-C 65W,Energia,3,125.15,0.0
2025-10-03,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,9,50.3,0.0
2025-02-28,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,24,161.18,203.04
2025-10-25,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,17,238.01,0.0
2025-05-17,Loja Batel,Curitiba,PR,SKU-005,Webcam Full HD,Periféricos,20,204.47,161.11
2025-05-28,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,9,167.18,52.13
2025-01-19,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,13,132.74,0.0
2025-03-21,Loja Savassi,Belo Horizonte,MG,SKU-005,Webcam Full HD,Periféricos,25,209.24,0.0
2025-09-21,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,18,57.92,0.0
2025-02-22,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,1,152.8,0.0
2025-06-14,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,16,188.87,113.12
2025-05-24,Loja Batel,Curitiba,PR,SKU-010,Cabo HDMI 2m,Cabos,14,34.98,39.07
2025-08-08,Loja Asa Norte,Brasília,DF,SKU-003,Hub USB-C,Acessórios,20,82.79,0.0
2025-09-18,Loja Centro SP,São Paulo,SP,SKU-010,Cabo HDMI 2m,Cabos,25,35.23,54.78
2025-05-01,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,4,191.26,0.0
2025-08-10,Loja Asa Norte,Brasília,DF,SKU-002,Teclado Mecânico,Periféricos,22,191.77,289.28
2025-09-02,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-008,Caixa de Som Bluetooth,Áudio,12,161.8,0.0
2025-10-16,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,16,66.45,0.0
2025-10-28,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,18,185.08,120.86
2025-11-03,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,15,67.3,0.0
2025-08-07,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,7,58.78,26.15
2025-12-22,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-008,Caixa de Som Bluetooth,Áudio,16,156.53,0.0
2025-04-14,Loja Savassi,Belo Horizonte,MG,SKU-004,Suporte Monitor,Mobiliário,17,130.04,0.0
2025-11-29,Loja Centro SP,São Paulo,SP,SKU-007,Headset Gamer,Áudio,24,256.21,218.07
2025-11-18,Loja Centro SP,São Paulo,SP,SKU-008,Caixa de Som Bluetooth,Áudio,23,157.45,179.45
2025-08-14,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,18,193.4,158.83
2025-01-15,Loja Savassi,Belo Horizonte,MG,SKU-005,Webcam Full HD,Periféricos,9,193.47,0.0
2025-03-15,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,5,120.11,41.45
2025-01-18,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-011,Carregador USB-C 65W,Energia,3,121.33,24.59
2025-10-13,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,21,161.86,0.0
2025-02-27,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,6,77.95,31.81
2025-04-29,Loja Asa Norte,Brasília,DF,SKU-003,Hub USB-C,Acessórios,12,79.87,0.0
2025-09-13,Loja Centro SP,São Paulo,SP,SKU-010,Cabo HDMI 2m,Cabos,17,35.56,39.67
2025-11-20,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,15,117.18,0.0
2025-10-17,Loja Savassi,Belo Horizonte,MG,SKU-015,Luz LED para Mesa,Iluminação,18,183.15,217.84
2025-08-28,Loja Centro SP,São Paulo,SP,SKU-002,Teclado Mecânico,Periféricos,18,194.47,0.0
2025-08-04,Loja Batel,Curitiba,PR,SKU-013,Pen Drive 128GB,Armazenamento,17,69.78,0.0
2025-05-05,Loja Savassi,Belo Horizonte,MG,SKU-007,Headset Gamer,Áudio,7,241.72,215.73
2025-09-17,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,22,57.98,0.0
2025-07-15,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,20,153.29,0.0
2025-12-16,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,24,390.6,454.73
2025-12-06,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,16,154.04,110.8
2025-03-29,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,3,403.23,63.24
2025-03-22,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,14,49.61,0.0
2025-02-22,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,19,194.89,0.0
2025-12-01,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,22,245.82,432.49
2025-05-23,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,2,78.41,0.0
2025-05-15,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,6,154.67,167.83
2025-06-16,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,1,123.9,0.0
2025-03-10,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,6,252.46,0.0
2025-05-14,Loja Centro SP,São Paulo,SP,SKU-008,Caixa de Som Bluetooth,Áudio,22,159.73,0.0
2025-10-09,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,14,146.13,0.0
2025-09-02,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,23,382.58,324.87
2025-09-22,Loja Centro SP,São Paulo,SP,SKU-010,Cabo HDMI 2m,Cabos,16,33.5,0.0
2025-02-04,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,15,160.2,283.91
2025-12-06,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,16,153.0,99.84
2025-05-04,Loja Batel,Curitiba,PR,SKU-014,Filtro de Tela Privacidade,Acessórios,20,152.97,0.0
2025-09-16,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,24,391.43,0.0
2025-10-24,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,21,380.9,522.89
2025-04-11,Loja Batel,Curitiba,PR,SKU-013,Pen Drive 128GB,Armazenamento,18,67.0,238.57
2025-07-29,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,11,51.24,0.0
2025-05-14,Loja Savassi,Belo Horizonte,MG,SKU-004,Suporte Monitor,Mobiliário,13,130.6,86.47
2025-01-04,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,8,71.83,40.37
2025-07-18,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,16,78.59,0.0
2025-10-31,Loja Asa Norte,Brasília,DF,SKU-004,Suporte Monitor,Mobiliário,16,126.45,209.76
2025-12-02,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,20,395.3,0.0
2025-08-27,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,20,135.59,162.2
2025-02-21,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,24,69.36,0.0
2025-04-17,Loja Centro SP,São Paulo,SP,SKU-007,Headset Gamer,Áudio,20,238.13,249.94
2025-06-14,Loja Asa Norte,Brasília,DF,SKU-015,Luz LED para Mesa,Iluminação,24,184.8,162.75
2025-11-10,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-014,Filtro de Tela Privacidade,Acessórios,17,144.3,462.61
2025-02-13,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-001,Mouse Sem Fio,Periféricos,15,48.95,0.0
2025-06-17,Loja Batel,Curitiba,PR,SKU-009,Mousepad Gamer XL,Acessórios,20,94.02,307.94
2025-01-31,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-003,Hub USB-C,Acessórios,9,83.62,111.21
2025-12-26,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,3,150.1,0.0
2025-12-07,Loja Centro SP,São Paulo,SP,SKU-006,"Capa Notebook 15""",Acessórios,16,59.44,167.17
2025-12-31,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,4,52.18,0.0
2025-10-23,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,16,143.07,0.0
2025-09-18,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-005,Webcam Full HD,Periféricos,15,192.85,0.0
2025-06-08,Loja Batel,Curitiba,PR,SKU-004,Suporte Monitor,Mobiliário,20,135.15,336.21
2025-07-19,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,8,400.87,0.0
2025-07-28,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,15,93.53,73.77
2025-02-23,Loja Centro SP,São Paulo,SP,SKU-007,Headset Gamer,Áudio,6,248.74,0.0
2025-02-22,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,19,82.86,52.71
2025-06-25,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,5,151.68,27.3
2025-10-06,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,2,49.05,7.61
2025-05-02,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,1,152.8,15.3
2025-11-16,Loja Batel,Curitiba,PR,SKU-012,SSD Externo 1TB,Armazenamento,6,406.49,187.7
2025-12-10,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,6,124.67,48.44
2025-04-25,Loja Batel,Curitiba,PR,SKU-004,Suporte Monitor,Mobiliário,4,124.53,0.0
2025-01-26,Loja Batel,Curitiba,PR,SKU-014,Filtro de Tela Privacidade,Acessórios,5,149.3,0.0
2025-04-06,Loja Batel,Curitiba,PR,SKU-002,Teclado Mecânico,Periféricos,1,193.83,0.0
2025-03-24,Loja Asa Norte,Brasília,DF,SKU-005,Webcam Full HD,Periféricos,23,190.75,0.0
2025-05-05,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,15,87.65,0.0
2025-01-14,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,6,68.14,14.47
2025-05-07,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,24,34.26,62.24
2025-01-03,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,21,417.36,0.0
2025-09-20,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,11,72.64,0.0
2025-09-16,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,11,194.86,0.0
2025-06-19,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,16,240.75,290.84
2025-01-13,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,14,47.87,21.58
2025-03-09,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,13,166.21,0.0
2025-10-12,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,14,397.17,371.73
2025-04-04,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,25,384.6,0.0
2025-05-01,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,12,124.0,0.0
2025-11-21,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,21,58.84,0.0
2025-07-30,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,16,49.69,0.0
2025-04-22,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-005,Webcam Full HD,Periféricos,12,203.79,0.0
2025-07-11,Loja Savassi,Belo Horizonte,MG,SKU-009,Mousepad Gamer XL,Acessórios,7,92.77,0.0
2025-10-04,Loja Asa Norte,Brasília,DF,SKU-003,Hub USB-C,Acessórios,16,78.43,47.14
2025-07-25,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-001,Mouse Sem Fio,Periféricos,14,51.22,93.46
2025-04-22,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,25,33.16,28.73
2025-01-26,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,19,67.25,60.51
2025-04-01,Loja Centro SP,São Paulo,SP,SKU-008,Caixa de Som Bluetooth,Áudio,18,162.67,0.0
2025-06-23,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,9,154.3,108.74
2025-02-23,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,15,114.88,93.54
2025-06-15,Loja Centro SP,São Paulo,SP,SKU-010,Cabo HDMI 2m,Cabos,25,35.54,0.0
2025-05-08,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,1,50.03,0.0
2025-09-28,Loja Centro SP,São Paulo,SP,SKU-010,Cabo HDMI 2m,Cabos,24,33.28,61.54
2025-06-10,Loja Batel,Curitiba,PR,SKU-009,Mousepad Gamer XL,Acessórios,22,86.36,0.0
2025-02-13,Loja Savassi,Belo Horizonte,MG,SKU-005,Webcam Full HD,Periféricos,9,206.51,361.34
